ID	W100	W105	W111	W117	W154	W183	W189	W193	W196	W234	W53	W64	W79	W85	W89	W91
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas taxi	1781	1024	492	313	257	396	364	190	244	438	125	1639	1034	1362	241	909
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas wittichii	3221	2063	1073	570	465	837	648	369	475	738	287	2675	2044	2394	385	1441
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis	81051	11191	4630	3601	2262	4689	3973	2202	2751	3159	1267	13519	7693	9154	1683	5997
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis alaskensis	4211	876	282	193	147	260	225	130	161	139	69	744	360	444	80	326
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis fribergensis	8042	723	285	247	126	228	235	137	161	212	73	881	576	567	83	392
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis granuli	1072	311	189	147	108	210	172	89	116	136	61	453	250	320	60	155
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis macrogoltabida	8451	1334	618	518	332	668	522	271	331	406	161	1550	1024	1149	232	811
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis sp. 113P3	2059	577	287	233	170	305	259	171	204	223	96	771	419	578	120	418
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis sp. EG6	19178	890	369	254	99	292	263	159	189	228	78	829	426	513	110	296
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis sp. FD7	4429	978	246	210	140	318	255	149	172	175	78	833	399	523	94	307
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis sp. LPB0140	122	32	20	20	16	38	27	19	27	23	16	85	24	44	22	34
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis sp. MG	339	42	33	10	15	30	18	10	14	18	11	41	17	29	15	16
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis sp. QXT-31	5756	832	383	257	219	320	286	150	211	233	76	1166	738	868	150	540
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis sp. WS5A3p	4684	673	297	235	162	254	249	136	158	245	85	924	476	587	164	432
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis terrae	3355	562	270	237	129	340	294	186	184	207	107	847	457	578	112	330
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingorhabdus	4672	1065	588	5450	584	717	814	513	576	496	215	1709	812	997	263	806
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingorhabdus|s__Sphingorhabdus flavimaris	1064	285	154	1150	123	198	224	141	174	138	54	420	241	274	83	202
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingorhabdus|s__Sphingorhabdus sp. Alg231-15	238	85	68	156	49	74	80	60	52	38	23	161	73	99	31	78
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingorhabdus|s__Sphingorhabdus sp. M41	1381	226	138	1703	138	142	185	119	141	87	57	380	185	198	54	201
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingorhabdus|s__Sphingorhabdus sp. YGSMI21	1265	332	167	1525	181	225	226	140	144	179	63	496	219	322	77	238
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Zymomonas	79	133	60	41	23	73	90	61	62	65	30	156	76	140	27	100
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Zymomonas|s__Zymomonas mobilis	79	133	60	41	23	73	90	61	62	65	30	156	76	140	27	100
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria	445699	174893	160493	117682	105514	197401	149505	68845	82765	240623	211660	312071	177093	217362	74582	208189
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus Accumulibacter	1313	519	691	556	523	848	792	348	471	1150	979	886	474	573	354	616
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus Accumulibacter|s__Candidatus Accumulibacter phosphatis	1313	519	691	556	523	848	792	348	471	1150	979	886	474	573	354	616
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus Kinetoplastibacterium	21	15	8	15	21	28	55	17	30	39	10	21	11	15	8	14
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus Kinetoplastibacterium|s__Candidatus Kinetoplastibacterium blastocrithidii	5	3	1	0.0	3	1	6	1	2	4	2	1	1	1	1	1
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus Kinetoplastibacterium|s__Candidatus Kinetoplastibacterium crithidii	3	4	0.0	3	1	4	5	2	3	27	2	5	5	4	5	4
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus Kinetoplastibacterium|s__Candidatus Kinetoplastibacterium desouzaii	3	5	2	1	5	5	8	4	10	3	1	8	2	4	0.0	1
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus Kinetoplastibacterium|s__Candidatus Kinetoplastibacterium galatii	3	0.0	0.0	5	6	4	13	1	3	0.0	0.0	3	1	1	0.0	2
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus Kinetoplastibacterium|s__Candidatus Kinetoplastibacterium oncopeltii	0.0	0.0	0.0	1	2	3	11	7	4	2	3	0.0	2	1	0.0	0.0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus Kinetoplastibacterium|s__Candidatus Kinetoplastibacterium sorsogonicusi	3	2	1	2	2	9	8	2	4	2	1	2	0.0	2	1	1
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus Nasuia	5	2	4	2	9	8	18	10	7	11	3	2	3	1	4	0.0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus Nasuia|s__Candidatus Nasuia deltocephalinicola	5	2	4	2	9	8	18	10	7	11	3	2	3	1	4	0.0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus Profftella	4	4	2	13	4	14	10	7	10	10	12	9	0.0	3	6	9
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus Profftella|s__Candidatus Profftella armatura	4	4	2	13	4	14	10	7	10	10	12	9	0.0	3	6	9
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus Tremblaya	4	3	9	8	7	9	9	8	7	3	1	3	3	8	3	5
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus Tremblaya|s__Candidatus Tremblaya princeps	4	3	9	8	7	9	9	8	7	3	1	3	3	8	3	5
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	292145	144858	123085	83261	72375	146532	107163	49867	60532	188311	135896	257327	139093	180466	58498	173779
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae	27552	13473	11808	9253	9096	13923	11245	6232	7135	16247	10670	17914	11820	13799	5557	12679
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter	8212	5569	3687	2776	2743	4082	3390	1850	2071	5190	3126	5892	4884	4722	1819	4462
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter denitrificans	829	447	418	297	278	397	302	172	219	526	291	648	391	515	176	462
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter insolitus	686	325	288	225	188	251	282	174	178	361	182	450	228	330	161	291
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter ruhlandii	3	3	1	7	1	2	4	1	1	1	1	4	6	1	0.0	4
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter sp. AONIH1	609	349	318	214	230	327	299	139	210	416	276	475	316	353	132	334
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter sp. B7	355	314	207	139	128	206	191	102	123	312	162	329	225	240	104	209
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter sp. MFA1 R4	573	368	274	205	245	289	232	163	139	437	236	425	418	432	191	406
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter spanius	1024	1808	432	360	372	569	390	223	237	693	389	767	1374	682	224	820
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter xylosoxidans	1964	925	787	597	626	895	771	411	458	1107	699	1226	808	974	410	888
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Advenella	391	119	121	144	127	201	197	118	135	194	165	232	98	123	90	130
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Advenella|s__Advenella kashmirensis	138	58	66	64	48	109	81	56	66	104	83	108	52	63	38	52
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Advenella|s__Advenella mimigardefordensis	239	58	45	68	72	88	101	57	61	81	78	115	43	58	50	77
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Alcaligenes	516	180	184	170	212	236	223	180	181	267	251	259	122	155	87	154
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Alcaligenes|s__Alcaligenes aquatilis	19	5	5	3	10	12	9	10	6	12	6	11	2	10	7	6
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Alcaligenes|s__Alcaligenes faecalis	300	133	123	100	129	146	144	118	124	183	144	172	78	100	63	103
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Basilea	3	4	8	3	5	16	16	8	14	22	11	11	4	10	6	12
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Basilea|s__Basilea psittacipulmonis	3	4	8	3	5	16	16	8	14	22	11	11	4	10	6	12
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella	13329	5522	5631	4319	4204	6520	5270	2908	3375	7663	4764	8273	4871	6461	2709	5865
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella avium	307	95	130	135	79	186	144	88	82	189	149	188	72	103	52	120
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella bronchialis	1025	473	428	301	302	486	381	232	254	555	378	658	394	513	230	445
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella bronchiseptica	380	113	126	97	94	142	139	78	61	153	125	173	114	139	60	130
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella flabilis	1084	422	358	255	287	372	347	190	206	551	275	608	340	435	179	388
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella genomosp. 13	922	419	427	333	305	509	412	198	264	602	464	697	421	535	207	470
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella genomosp. 6	123	52	58	24	44	51	45	28	18	55	54	74	36	47	28	55
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella genomosp. 8	818	393	388	291	274	361	298	149	197	518	229	515	355	535	208	452
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella genomosp. 9	691	378	388	277	273	404	355	202	235	492	296	520	336	459	163	422
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella hinzii	540	244	270	154	214	316	248	135	142	318	202	338	221	330	113	269
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella holmesii	244	151	164	133	128	222	171	120	132	219	165	181	128	143	75	130
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella parapertussis	32	11	15	7	6	18	29	17	18	14	10	14	9	22	6	7
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella pertussis	30	13	12	7	20	33	15	6	11	31	34	27	8	16	4	25
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella petrii	857	334	345	264	276	428	334	167	217	485	285	537	256	382	171	321
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella pseudohinzii	576	223	192	172	149	218	176	103	133	312	173	360	189	215	97	220
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella sp. H567	733	347	390	250	242	420	325	193	213	589	225	538	301	475	211	373
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella sp. HZ20	172	56	64	104	56	114	98	62	94	143	69	104	54	61	65	59
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella sp. N	845	316	332	276	352	387	293	180	176	445	251	541	316	407	182	414
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella trematum	818	266	288	234	184	327	299	156	200	306	253	418	220	252	124	243
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Castellaniella	1309	521	562	469	498	721	512	323	363	632	522	781	434	554	194	426
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Castellaniella|s__Castellaniella defragrans	1309	521	562	469	498	721	512	323	363	632	522	781	434	554	194	426
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Oligella	17	4	18	14	24	42	27	14	22	16	21	21	8	14	6	10
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Oligella|s__Oligella urethralis	17	4	18	14	24	42	27	14	22	16	21	21	8	14	6	10
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Orrella	784	382	333	313	329	415	315	182	199	458	403	558	344	398	127	347
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Orrella|s__Orrella dioscoreae	784	382	333	313	329	415	315	182	199	458	403	558	344	398	127	347
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Paenalcaligenes	41	15	18	23	21	18	21	17	29	24	18	26	12	19	6	13
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Paenalcaligenes|s__Paenalcaligenes hominis	41	15	18	23	21	18	21	17	29	24	18	26	12	19	6	13
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Pusillimonas	277	77	94	78	79	133	152	81	108	91	104	176	65	86	55	86
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Pusillimonas|s__Pusillimonas sp. T7-7	277	77	94	78	79	133	152	81	108	91	104	176	65	86	55	86
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Taylorella	14	8	12	8	8	27	25	10	14	6	12	8	8	6	3	4
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Taylorella|s__Taylorella asinigenitalis	10	4	3	1	2	18	6	5	1	2	3	3	5	1	1	0.0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Taylorella|s__Taylorella equigenitalis	2	3	8	3	5	6	17	4	5	3	8	4	3	4	2	1
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	77956	35093	37939	26569	23672	43501	32456	17591	21169	60909	29698	55628	35961	56676	24079	64673
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia	30105	14374	15382	10496	9389	16993	12320	6850	8242	22029	10346	21333	14568	25147	8777	22418
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia ambifaria	251	193	195	154	124	173	166	94	126	253	135	274	162	315	140	262
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia anthina	146	78	79	56	55	85	60	40	36	109	48	133	84	120	53	107
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia cenocepacia	719	356	387	282	218	378	378	168	226	509	225	533	339	498	235	480
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia cepacia	796	352	340	245	228	380	305	195	301	531	231	539	347	477	201	464
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia contaminans	285	147	144	116	88	175	102	70	112	198	94	225	138	213	89	198
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia diffusa	139	82	84	59	35	67	47	30	33	103	43	104	77	119	53	97
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia dolosa	0.0	1	1	1	0.0	0.0	1	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia gladioli	1858	750	722	531	474	798	616	283	362	879	499	972	699	1063	330	938
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia glumae	749	395	331	246	242	380	316	141	182	389	252	483	334	459	154	438
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia humptydooensis	0.0	0.0	3	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia insecticola	679	280	279	234	174	330	274	153	194	650	209	493	335	1268	214	1031
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia lata	277	139	149	119	81	131	137	78	88	241	88	236	126	214	113	208
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia latens	22	11	23	15	14	3	13	12	10	21	5	36	19	27	8	23
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia mallei	24	8	15	18	13	17	12	8	0.0	36	11	17	11	6	12	13
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia metallica	196	76	67	55	46	76	67	40	46	113	65	111	83	134	53	93
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia multivorans	833	396	421	253	251	413	325	230	182	483	243	539	385	643	209	532
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia oklahomensis	376	134	154	89	78	155	91	49	84	229	77	163	124	237	80	199
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia plantarii	62	44	54	40	33	42	22	12	17	61	28	71	33	53	20	57
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia pseudomallei	722	310	419	287	265	344	296	267	215	407	300	506	330	472	220	292
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia pseudomultivorans	86	56	57	53	28	59	46	22	31	89	63	87	64	66	31	70
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia pyrrocinia	333	132	166	98	102	169	123	58	101	205	95	217	143	193	68	197
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia seminalis	191	93	102	41	62	108	77	55	44	120	57	137	74	144	42	113
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia sp. BDU6	118	88	87	62	54	99	84	51	46	115	77	153	79	116	53	98
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia sp. BDU8	148	82	96	55	43	110	73	52	39	95	33	121	74	123	50	120
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia sp. Bp7605	470	188	252	194	107	309	217	107	145	401	152	341	224	353	137	305
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia sp. CCGE1001	118	71	66	49	65	72	50	28	24	120	44	77	72	99	49	120
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia sp. CCGE1002	557	236	279	181	180	336	267	131	146	511	213	414	241	441	211	408
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia sp. CCGE1003	353	208	222	146	160	188	168	118	131	356	154	336	195	327	157	346
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia sp. HB1	128	63	72	27	46	80	69	22	34	141	46	88	64	144	48	106
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia sp. IDO3	347	132	133	97	83	135	139	73	80	153	82	218	133	178	68	160
